"inhibs_rojo";"num_torres_rojo";"num_torres_azul";"DamageObjectives_rojo";"inhibs_azul";"DamageObjectives_azul";"kda_adc_rojo";"kda_jng_rojo";"kda_mid_azul";"kda_jng_azul";"kda_mid_rojo";"num_nashors_rojo";"kda_sup_azul";"kda_sup_rojo";"kda_adc_azul";"num_asesinatos_rojo";"kda_top_rojo";"kda_top_azul";"num_asesinatos_azul";"num_nashors_azul";"num_dragones_rojo";"num_dragones_azul";"double_k_rojo";"diff_oro_al_15";"diferencia_exp";"oro_al_15_rojo";"double_k_azul";"cura_rojo";"oro_al_15_azul";"cura_azul";"gana_azul"
3;11;0;2905,40540540541;0;772,972972972973;6;2,8;2;1,57142857142857;5;2;3,5;1,8;2,8;25;3,33333333333333;3,33333333333333;19;0;4;2;1;-4100;-994;26600;1;1114,45945945946;22500;999,378378378378;"no"
2;10;2;2858,82352941176;0;1105,88235294118;16;15;3,5;2;12;2;1;6,5;0,4;19;5;1,75;7;0;3;3;1;-165;82;25100;0;1165,08823529412;24900;465,441176470588;"no"
1;7;9;2207,89473684211;2;1781,57894736842;14;4;1,5;1,2;16;1;0,666666666666667;16;0,8;21;6;4;8;0;4;2;2;-1200;-2824;25600;1;1349,26315789474;24400;842,710526315789;"no"
1;6;4;2318,51851851852;0;1496,2962962963;11;4;1,75;1,33333333333333;7;1;0,8;5;2;17;2,5;0,75;9;0;3;1;0;179;-1727;25200;0;1347,92592592593;25400;471,259259259259;"no"
2;9;1;2593,54838709677;0;1487,09677419355;10;3,66666666666667;0,666666666666667;2;13;0;0,166666666666667;3,33333333333333;1;22;14;1;7;0;5;0;2;-3300;-1812;27200;0;989,903225806452;23900;839,193548387097;"no"
1;8;6;2016,21621621622;1;2262,16216216216;2;2,66666666666667;1;14;3;2;6;4;5;14;2,66666666666667;1,75;18;0;2;3;1;4600;1801;22400;3;1220,62162162162;27000;593,243243243243;"no"
3;11;3;1844,44444444444;0;1330,55555555556;6;3,5;7;2,5;1;1;3,5;5;6;8;0,5;2;10;0;3;3;1;-142;2891;23900;0;603,472222222222;23800;671,583333333333;"no"
2;10;3;2483,33333333333;0;1533,33333333333;16;16;1,33333333333333;2,66666666666667;2,6;2;0,857142857142857;2,75;4;22;14;0,571428571428571;11;0;4;2;2;1200;3817;25100;0;1397,36111111111;26300;951,111111111111;"no"
1;9;4;2002,5641025641;0;1761,53846153846;10;10;4;2;10;1;0,666666666666667;3;2;11;7;2;5;0;4;3;2;-720;-1687;25500;0;1824,76923076923;24800;1398,20512820513;"no"
3;11;2;2891,66666666667;0;1136,11111111111;20;18;1,75;0,75;11,5;1;0,857142857142857;11;0,571428571428571;32;9,33333333333333;1;9;0;5;1;4;-760;-3636;24300;2;1041,27777777778;23500;799,166666666667;"no"
2;10;2;2692,30769230769;0;1184,61538461538;6,5;12;1;0,75;9;2;0,428571428571429;14;1;17;10;1,5;3;0;4;1;0;-525;-561;24400;0;908,25641025641;23900;597,435897435897;"no"
2;9;5;2306,45161290323;0;1925,8064516129;6,5;4;2;0,666666666666667;4,66666666666667;1;2,33333333333333;6;2,5;15;6;0,5;9;1;5;0;2;872;-763;23700;0;1694,83870967742;24600;858,677419354839;"no"
1;8;5;2875,75757575758;0;1157,57575757576;7,33333333333333;8;3;2;6,5;1;1,85714285714286;2,57142857142857;2,16666666666667;25;6;2;17;1;3;2;4;-1400;-2267;27000;3;1243,39393939394;25600;401,363636363636;"no"
1;8;4;2338,23529411765;0;1011,76470588235;6;7;1,5;1,5;9;0;0;2,5;2;9;6;1;4;0;3;2;1;-877;-750;24200;0;596,764705882353;23300;1042,29411764706;"no"
3;11;2;2234,28571428571;0;937,142857142857;12;11;1;1;5;1;0,5;8;0,333333333333333;13;8;0,666666666666667;3;0;2;2;1;-1200;-2458;24400;0;1014,28571428571;23200;589,228571428571;"no"
2;11;2;2362,96296296296;0;1322,22222222222;7;6;1,75;1,5;13;1;8;3;1,75;19;11;0,166666666666667;9;0;2;2;2;-2000;-918;25600;1;465,703703703704;23600;657,592592592593;"no"
1;9;4;2666,66666666667;0;1822,22222222222;13;4,66666666666667;1;1,25;14;1;1,5;18;1,25;18;12;1,5;6;2;4;2;1;-1200;136;24400;0;1476,63888888889;23200;504,444444444444;"no"
2;10;3;2914,28571428571;0;1097,14285714286;19;4,66666666666667;1,66666666666667;2,5;5,33333333333333;2;2;3;1,5;22;10;0,75;12;0;2;3;2;-936;1479;24400;1;756,2;23500;1113;"no"
1;10;2;2521,875;0;1096,875;9;10;0;0,333333333333333;11;1;0;12;1;15;8;0;1;0;2;3;1;-287;-692;24500;0;642,96875;24200;637,96875;"no"
2;11;3;2397,05882352941;0;1276,47058823529;14;18;0,4;1;18;1;0,4;20;0,4;21;7;2;4;0;2;3;2;1100;-1071;23600;0;1360,05882352941;24700;603,970588235294;"no"
3;11;2;3320,68965517241;0;589,655172413793;8;13;2,5;2;3,33333333333333;2;1;11;1;15;4;0,75;6;0;4;0;1;-2500;-1892;25900;0;1102,10344827586;23400;589,896551724138;"no"
3;11;3;2794,28571428571;0;942,857142857143;11;2;1,5;0,4;11;2;4;12;3;13;4;1,25;5;0;4;1;2;552;348;24100;0;734,428571428571;24700;749,228571428571;"no"
4;11;0;3164,51612903226;0;793,548387096774;6;10;1;1,66666666666667;14;2;0,833333333333333;6;1,5;21;5;0,6;8;0;4;1;4;-5300;-3467;28800;0;1153,96774193548;23500;486,290322580645;"no"
3;8;2;2797,05882352941;0;1022,85714285714;10;5;0,333333333333333;5;4,5;2;0,666666666666667;6;1;11;2,5;1;5;0;4;1;3;301;35;23800;0;858,41935483871;24000;836,838709677419;"no"
1;9;5;2542,42424242424;0;2172,72727272727;11;4;3,5;0,833333333333333;10;1;1,66666666666667;3,5;1,66666666666667;17;7,5;1,66666666666667;8;1;2;3;2;227;-1669;24100;0;813,060606060606;24300;744,939393939394;"no"
1;9;2;2083,87096774194;0;1403,22580645161;7;11;0,75;6;14;1;0,333333333333333;14;4;15;3,33333333333333;1,33333333333333;6;0;1;4;0;1200;1303;23200;1;670,677419354839;24400;1260,41935483871;"no"
1;8;3;2724,24242424242;0;1236,36363636364;9;6;2;0,666666666666667;3;1;1;6;1;9;3;3;3;0;4;2;3;-1400;131;24500;0;1030,30303030303;23100;962,575757575758;"no"
3;11;4;2145,71428571429;0;1965,71428571429;7;6;4,5;1,5;2;1;1;7,5;5;18;8;1,25;11;1;3;3;3;-3300;-1043;26200;0;1189,54285714286;22900;674,057142857143;"no"
1;7;4;2145,71428571429;0;1671,42857142857;6;8;1,5;4;6;1;0,8;4,5;5;12;7;0,75;6;1;5;0;2;1900;322;22400;0;1208,28571428571;24300;1489,05714285714;"no"
3;11;4;2281,25;0;1084,375;14;9;1;0,75;10;1;0,6;8;1;15;6;3;4;0;4;0;2;-272;-891;23200;0;1464,21875;22900;942,53125;"no"
1;9;1;1853,33333333333;0;1220;7;9;1;4;9;0;2,5;9;5;12;1,66666666666667;0,2;7;0;4;0;2;-1000;-2842;25300;0;1342,03333333333;24300;877,766666666667;"no"
1;9;1;3396,42857142857;0;235,714285714286;14;12;0,666666666666667;0,5;10;1;0,166666666666667;6;1;19;15;0,666666666666667;3;0;4;0;4;-3800;-1465;27000;0;631,392857142857;23200;423,107142857143;"no"
2;11;4;2921,42857142857;0;914,285714285714;16;6,5;1;0,75;14;1;0,333333333333333;8;0,666666666666667;19;13;1,5;4;0;4;0;2;-3700;-1784;25500;0;863,428571428571;21800;531,928571428571;"no"
1;9;2;2764,51612903226;0;1183,87096774194;9;10;3;1;5;2;2;4;1,5;11;5;2;6;0;3;2;0;-495;108;22700;0;932,129032258065;22200;1266,87096774194;"no"
2;11;2;2238,46153846154;0;1089,74358974359;18;6,66666666666667;0,75;1,2;6,66666666666667;2;2;22;2;23;4,75;1;11;0;3;3;5;1100;-851;23800;1;1301,12820512821;24700;827,051282051282;"no"
1;7;2;2325,92592592593;0;874,074074074074;10;14;2,5;1,33333333333333;5;1;1,66666666666667;8;0,6;18;14;0,2;5;0;3;1;0;-3100;-1896;26400;0;1492,51851851852;23300;568,592592592593;"no"
2;11;2;2787,5;0;943,75;12;10;2;0,666666666666667;4;2;1,5;11;1;15;11;0,75;4;0;4;1;1;-2500;-2120;26100;0;789,625;23600;967,25;"no"
1;8;3;2275,86206896552;0;1551,72413793103;11;3,33333333333333;0,4;0,6;16;1;2;18;1,33333333333333;20;9;0,4;4;0;3;1;3;450;-1897;24100;0;1227,48275862069;24500;1182,13793103448;"no"
1;9;0;2717,24137931034;0;513,793103448276;8;8;1;0,333333333333333;8;1;0,5;4;0,333333333333333;11;9;0,5;1;0;4;0;1;-4200;-2612;26400;0;1005,48275862069;22200;467,620689655172;"no"
3;11;9;2213,51351351351;3;2902,7027027027;10;9;3,66666666666667;3;2,33333333333333;1;2,2;1,83333333333333;6;14;2,4;8;15;1;5;1;2;-1100;-3036;26800;0;1074,21621621622;25700;827,540540540541;"no"
1;9;9;2185,36585365854;3;2039,0243902439;14;9;2;2,25;4,66666666666667;1;1,2;7;3;20;3;1,75;11;1;3;4;3;165;2190;25700;0;1391,60975609756;25900;1217,70731707317;"no"
2;10;3;2125;0;1444,44444444444;2,5;18;1,57142857142857;3,75;9;1;1,625;2,4;3;28;7,5;1,83333333333333;16;0;4;2;1;526;1471;24600;1;1785,30555555556;25100;546,25;"no"
3;11;1;2275,86206896552;0;968,965517241379;13;15;1;1;14;1;0,5;15;0,666666666666667;17;8;0,666666666666667;4;0;3;0;1;204;-1202;23600;0;1124,13793103448;23800;1221,51724137931;"no"
2;10;3;3014,28571428571;0;721,428571428571;19;7;1;0,75;22;1;0,285714285714286;6;0,285714285714286;26;5,5;2,33333333333333;9;0;4;0;6;-3400;-3971;25500;0;505,821428571429;22100;582,5;"no"
1;9;2;2567,85714285714;0;903,571428571429;3,66666666666667;14;1;3;10;1;0,333333333333333;14;1;20;10;0,333333333333333;6;0;3;0;4;-3900;-4796;27100;0;925,107142857143;23200;456,392857142857;"no"
2;10;4;2359,09090909091;0;1365,90909090909;13;5,5;1,25;5;8;1;1,6;2,5;4;16;10;1,5;8;1;4;2;1;-383;-2120;23900;0;824,159090909091;23500;883,75;"no"
1;7;6;2170,27027027027;0;1459,45945945946;19;5,66666666666667;1,4;1;19;1;1,4;7,5;2,33333333333333;23;15;0,75;7;0;3;2;2;307;-1016;23600;0;1577,97297297297;23900;726,594594594595;"no"
3;11;3;2896,9696969697;0;1439,39393939394;14;6,5;2,5;1;13;2;2,25;1,5;5,5;19;2,2;3,33333333333333;13;0;2;3;1;-2800;-1437;27700;0;994,393939393939;24900;1391,75757575758;"no"
3;11;2;2906,25;0;862,5;14;16;0,4;1;10;2;0,5;7;1,5;21;3;1,5;8;0;3;1;1;-2600;-646;27100;0;1041,78125;24500;785,4375;"no"
3;11;5;2658,06451612903;1;2058,06451612903;9;3;4;3;4;2;3,33333333333333;2,25;2,25;18;3;1,6;15;0;2;3;0;764;-1060;25900;2;897,354838709677;26700;947,806451612903;"no"
2;9;8;2043,18181818182;1;1759,09090909091;17;5;1,6;1,8;5,5;1;1,8;8;5,5;21;2;1,5;13;0;4;3;1;136;-1545;23900;1;1273,95454545455;24000;886,840909090909;"no"
1;9;3;2261,29032258065;0;529,032258064516;15;4,66666666666667;1,66666666666667;0,571428571428571;16;1;1,2;5,5;2,66666666666667;21;4,33333333333333;2,33333333333333;9;0;3;1;1;-2800;-570;25200;0;766,612903225806;22400;600,935483870968;"no"
2;10;2;2725,8064516129;0;903,225806451613;5;16;1,2;2,66666666666667;3,33333333333333;1;1,4;7,5;3;19;4,5;2,66666666666667;11;0;3;2;5;-2800;-781;25200;1;786,322580645161;22400;611,387096774194;"no"
1;8;4;2200;0;1564,51612903226;10,5;17;3;1,4;4,5;1;1,6;4,25;1;25;4,66666666666667;1,2;14;0;2;3;4;-1300;-815;25900;1;946,225806451613;24600;607,064516129032;"no"
1;9;2;2728;0;1340;6;12;3;1,66666666666667;6;1;0,75;9;1,5;16;1,5;0,5;6;0;3;1;1;-4700;-3838;29000;0;481,44;24300;517,32;"no"
1;8;5;2063,63636363636;0;1739,39393939394;5;5;2;3;11;1;2,33333333333333;2;6;14;5;1,2;11;0;3;2;1;-451;-2831;25600;0;1021,39393939394;25100;630,212121212121;"no"
1;8;2;2839,39393939394;0;690,909090909091;7;4;4;2,25;9;0;3,66666666666667;2;2;17;1,4;4,66666666666667;16;0;3;2;2;-2100;-1435;26900;1;1123,09090909091;24800;830,212121212121;"no"
1;9;6;1865,78947368421;0;1821,05263157895;8;5;3,2;2,83333333333333;2,57142857142857;1;3;3,6;2,8;25;3,75;3,5;22;1;4;2;2;-348;1301;26400;2;1011,21052631579;26100;584,473684210526;"no"
2;10;3;2572;0;1460;10;8;2;0,5;6;1;0,666666666666667;7;0;12;5;0,666666666666667;2;0;2;1;1;-1600;681;24300;0;1161,04;22700;334;"no"
1;9;3;2377,77777777778;0;1530,55555555556;7,5;11;0,714285714285714;1;7;1;3,5;2,4;2;19;12;2;9;0;2;4;1;-2100;-1843;25500;0;1225,63888888889;23400;969,694444444444;"no"
2;10;6;2206,66666666667;0;1517,77777777778;2,75;4,33333333333333;2,2;3,75;5,66666666666667;1;7,5;2;4,66666666666667;18;4,66666666666667;3;19;2;4;3;1;-2100;-1548;26600;1;1643,51111111111;24400;1167,6;"no"
2;10;10;2412,5;2;2783,92857142857;10;6;12;1;8;1;3,33333333333333;2;12;13;0,571428571428571;4;15;1;5;4;1;2200;415;22100;0;970,482142857143;24300;1443,875;"no"
1;8;1;3716,66666666667;0;920,833333333333;8;9;1,66666666666667;2;2;1;0;7;2;13;7;0,333333333333333;6;0;2;1;0;-4300;-1927;28200;1;1025,04166666667;23900;476,958333333333;"no"
1;8;7;2179,06976744186;0;2174,41860465116;2,4;3,75;5,33333333333333;3,2;6;1;1,75;2;4,66666666666667;19;8,5;3;18;1;4;3;1;1100;-870;24000;2;1547,62790697674;25200;1354,41860465116;"no"
1;9;3;2158,82352941176;0;1300;3,33333333333333;2,8;2,2;1,8;2,4;1;6,5;15;2,8;21;0,8;2,75;19;0;3;2;0;-979;-811;26200;2;1447,67647058824;25200;873,235294117647;"no"
2;10;3;2909,75609756098;0;1107,31707317073;9;14;0;0,666666666666667;7,5;2;0,166666666666667;16;2;18;13;0;2;0;4;2;2;-696;-436;23200;0;1523,56097560976;22500;720,80487804878;"no"
3;11;1;2630,55555555556;0;866,666666666667;7;5,5;0,666666666666667;0,666666666666667;8;1;0,5;9;1;13;7;1;4;0;4;2;2;-872;-1410;23900;0;1189,5;23000;1090,72222222222;"no"
3;11;0;2571,42857142857;0;771,428571428571;8;2;1,5;0,75;11;1;0,666666666666667;9;0,333333333333333;13;13;3;3;0;4;0;3;-2000;-1803;24700;0;836,75;22700;651,714285714286;"no"
1;8;3;2630,30303030303;0;878,787878787879;8;5;1,5;0,6;12;1;1,25;9;1;15;5;2;5;0;4;1;3;-1300;-1696;23900;0;909,272727272727;22600;1260,0303030303;"no"
1;10;6;3088;0;1384;3,66666666666667;4,5;5;1,5;11;2;2,66666666666667;8;2;14;11;2,5;8;1;7;1;0;-1800;-89;24200;1;1566,78;22400;652,6;"no"
0;10;6;1391,89189189189;0;2540,54054054054;5;10;3,33333333333333;5;1,25;1;3,5;1,6;4;12;2,66666666666667;3;15;0;2;4;1;2200;-195;23900;2;990,378378378378;26100;1289,91891891892;"no"
5;11;2;2759,45945945946;0;745,945945945946;10;11;1,5;0,4;11;2;1,66666666666667;11;2;17;2,33333333333333;0,5;6;0;4;2;2;-2600;-3647;24600;0;1653,64864864865;22000;719,972972972973;"no"
1;10;2;2203,33333333333;0;1083,33333333333;11;7,5;3,5;1;12;0;1,2;3,25;0,8;22;7;1,25;7;0;4;0;2;1700;207;23800;1;1040,33333333333;25500;810,133333333333;"no"
2;9;2;3000;0;555,172413793103;8;1,33333333333333;1,5;1;6;1;4;10;1,5;10;4;0;4;0;4;0;0;-3200;-1632;25100;0;1956,55172413793;21900;406,275862068966;"no"
1;8;5;1997,14285714286;0;1457,14285714286;3;10;1,2;0,75;14;1;0,75;13;4;16;2,33333333333333;2,5;7;0;2;3;0;-727;185;24400;0;793,171428571429;23700;1002,17142857143;"no"
1;9;0;2583,33333333333;0;300;13;7;0,833333333333333;0,5;15;1;0,666666666666667;13;3;22;12;0,75;5;0;4;0;3;-3800;-3313;25600;0;1196,36666666667;21800;604,266666666667;"no"
3;9;8;2351,06382978723;1;1959,57446808511;7,5;3,75;3,33333333333333;1,5;8;1;2,6;20;2,75;20;2,66666666666667;4,5;15;2;6;1;2;4700;1462;20900;0;1156,59574468085;25600;1198;"no"
2;9;0;2286,95652173913;0;1382,60869565217;11;11;0;0,5;10;1;0;11;0;15;9;0,2;1;0;1;2;3;-2500;-1892;24800;0;1071,73913043478;22300;567,652173913043;"no"
3;11;2;2661,76470588235;0;1035,29411764706;8;11;2;0,75;3,5;2;0,6;4;1;13;10;3;4;0;4;1;0;-3200;-556;25500;0;420,235294117647;22300;435,676470588235;"no"
1;7;4;2934,48275862069;0;1431,03448275862;12;9;1,25;5;4,5;2;0,166666666666667;10;4;13;3,5;2,5;7;0;3;1;3;-1300;-2067;23700;2;1515,41379310345;22400;662,724137931035;"no"
1;7;2;2511,53846153846;0;746,153846153846;10;5,5;0,666666666666667;2,66666666666667;13;1;7;2,66666666666667;3,5;15;4;1;9;0;0;3;4;-340;-546;23300;1;668,230769230769;23000;928,5;"no"
3;10;3;3260,60606060606;0;1087,87878787879;8;10;1;0,333333333333333;5;2;0,5;7;0,333333333333333;11;9;0,5;1;0;3;2;1;-1500;-880;25000;0;910,272727272727;23500;842,121212121212;"no"
1;7;6;1677,5;0;2702,5;7;2;2;4;1;0;2;2,5;7;8;2;5;9;1;2;4;0;508;1116;23200;1;420,3;23700;988,25;"no"
3;11;2;2193,33333333333;0;1080;8;4;2,5;2,33333333333333;2,66666666666667;1;3;5,5;2;12;7;2;7;0;0;3;1;-2100;85;24900;1;892,3;22800;986,766666666667;"no"
2;10;1;3183,87096774194;0;500;12;4,66666666666667;1,33333333333333;1,33333333333333;11;2;0,8;14;1;16;2,5;1,5;6;0;4;1;1;-1900;-478;24700;0;751,129032258065;22800;439;"no"
3;11;0;3243,75;0;334,375;7;13;0,5;0,2;10;1;0,333333333333333;9;1;16;8;0,5;2;0;5;0;2;-2600;-2344;24900;0;871,65625;22300;1115,3125;"no"
1;10;3;1891,17647058824;0;1505,88235294118;9;15;0,4;1,33333333333333;11;1;0,666666666666667;14;0,666666666666667;20;5,33333333333333;0,5;5;0;2;3;2;-1600;-2727;24100;0;846;22500;654,441176470588;"no"
1;9;5;2697,22222222222;0;802,777777777778;16;7;1,8;1,6;4,75;2;2,66666666666667;5,66666666666667;4;23;21;0,75;11;0;4;2;2;-723;809;26200;1;1820,88888888889;25500;633,638888888889;"no"
1;8;1;2721,875;0;903,125;18;5,33333333333333;1,5;0,6;14;1;0,5;11;5;19;13;0;5;0;4;1;0;-1900;-1763;25100;0;1075,46875;23200;694,9375;"no"
1;7;6;1889,47368421053;0;1839,47368421053;8;4;1;1,33333333333333;16;1;2;17;3,5;20;16;1;9;1;3;3;1;-592;-1;22800;0;973,710526315789;22200;1254,97368421053;"no"
3;11;5;2712,82051282051;1;979,487179487179;7;7;2;1;4,5;2;11;0,428571428571429;13;9;0,333333333333333;9;13;0;3;3;0;123;1043;23000;1;724,076923076923;23100;1364,87179487179;"no"
4;11;4;2516,66666666667;0;1461,11111111111;11;6;7;1,5;11;2;0,666666666666667;5;2;14;1,75;2;9;0;4;1;4;778;-1374;23800;0;527,888888888889;23900;698,944444444444;"no"
3;11;3;2654,54545454545;0;1351,51515151515;14;8;0,666666666666667;0,8;11;2;0,2;11;4;19;2;1;7;0;4;1;2;134;-1270;23800;0;668,363636363636;23900;1057,78787878788;"no"
4;11;8;2826,22950819672;1;1983,60655737705;6;1,66666666666667;7;1;3;3;4;2,66666666666667;8;9;2,5;2,5;9;0;6;2;0;2200;954;22100;0;928,704918032787;24300;1529,49180327869;"no"
2;10;3;2339,47368421053;0;1207,89473684211;5;5,33333333333333;1;0,714285714285714;7;1;2;10;2,33333333333333;21;13;0,666666666666667;8;0;4;2;3;967;-1164;22500;0;737,421052631579;23500;1055,57894736842;"no"
1;11;2;2017,5;0;1610;11;9;1,33333333333333;1,33333333333333;12;1;0,75;5;4;15;7;0,75;4;0;3;3;3;-1600;-3153;24800;0;949,825;23200;1106;"no"
1;10;0;3103,57142857143;0;325;9;2,75;2,66666666666667;1,75;5;1;3,5;13;1;16;12;1,33333333333333;10;0;4;0;2;-1400;-312;25100;0;925,642857142857;23700;463,214285714286;"no"
1;10;1;2855,1724137931;0;382,758620689655;8;19;1;1;16;1;1,16666666666667;5;2,33333333333333;21;4;2;7;0;4;0;4;-4100;-3615;27600;0;1209,10344827586;23500;759,448275862069;"no"
3;11;3;2197,05882352941;0;1152,94117647059;7;10;1;1;11;1;1,5;9;1;15;11;0,2;3;0;4;1;0;171;-1961;23900;0;862,029411764706;24200;1185,58823529412;"no"
1;9;6;2595,74468085106;1;1742,55319148936;4;2;3,4;5,66666666666667;3,75;3;4,2;2,16666666666667;2,5;23;3,5;4;23;0;4;3;3;1300;302;23200;2;1222,53191489362;24500;1060;"no"
1;9;0;3140;0;628;11;17;0,333333333333333;1,2;18;1;2,5;3,66666666666667;1,25;23;12;0,333333333333333;6;0;3;0;2;-3800;-2199;26100;1;932,48;22300;842,36;"no"
2;9;1;3093,93939393939;0;521,212121212121;7;3;1;1,5;11;1;0,5;6;2;13;8;0,5;4;0;3;1;2;-3700;-1618;25700;0;968;22000;435,757575757576;"no"
3;11;6;2382,05128205128;0;1856,41025641026;17;2;1,5;1,4;7;2;2;11;1;17;3,33333333333333;4;11;1;3;3;1;3300;1982;21200;0;469,74358974359;24500;908,307692307692;"no"
3;11;0;2190,625;0;950;12;11;0;0,5;11;1;0,25;10;0,5;13;9;0,5;1;0;3;1;1;-5400;-1879;26600;0;905,65625;21200;394,59375;"no"
1;7;6;1372,09302325581;0;1837,20930232558;2,16666666666667;1,375;3;7,5;12;0;2,8;2,6;10,5;15;3;5,5;23;1;4;3;2;-1300;-887;25300;2;934,744186046512;24000;915,953488372093;"no"
2;10;3;1989,65517241379;0;1441,37931034483;12;7;0,75;3;12;1;1;10;0,2;15;4;0;3;0;2;2;1;-2000;-3537;24100;0;1195,44827586207;22100;728,310344827586;"no"
3;11;1;3100;0;909,090909090909;9;6;0,5;0,666666666666667;11;1;0,5;11;0,666666666666667;14;8;1;3;0;2;1;1;-7800;-5909;28000;0;864;20200;884,272727272727;"no"
1;7;4;2080,64516129032;0;1480,64516129032;15;3,25;3;1,66666666666667;16;1;0,285714285714286;16;0,5;18;4;1,66666666666667;6;0;3;2;3;-367;-1878;23600;0;1068,83870967742;23200;969,193548387097;"no"
2;9;3;2674,07407407407;0;1140,74074074074;8;4,5;4;2,66666666666667;4;1;6;6;1,33333333333333;13;9;1,25;8;0;3;0;0;392;-1629;24900;0;637,222222222222;25300;527,259259259259;"no"
2;10;3;3471,875;0;465,625;3,66666666666667;13;3;0,6;11;1;1,75;13;1,25;17;6;2,5;7;0;5;0;1;-5800;-2622;27800;0;1447,96875;22000;590,3125;"no"
2;10;1;2616,66666666667;0;1225;8;13;0,25;0,833333333333333;7,5;1;1,5;18;1;23;16;1;6;0;2;2;6;-2000;-976;28100;0;1349,58333333333;26100;423,541666666667;"no"
2;10;1;3326,92307692308;0;346,153846153846;12;3;0,75;0,75;14;1;0,75;14;0,25;17;4,5;4;4;0;4;0;1;-5900;-2756;28300;0;847,653846153846;22400;477,576923076923;"no"
2;9;6;2756,52173913043;1;2213,04347826087;7;1,5;1,66666666666667;7;1;0;4,5;1,5;7;8;4;3;10;2;4;3;1;-29;1513;22900;0;1333,86956521739;22900;865,869565217391;"no"
4;11;3;2210,81081081081;0;1175,67567567568;14;18;2;0,571428571428571;8,5;2;1,2;3,25;1,33333333333333;22;15;1;8;0;4;2;1;-2700;-693;25300;0;1488;22600;492,945945945946;"no"
2;10;5;3272,72727272727;1;1388,63636363636;5,66666666666667;12;1;1,25;17;2;0,8;14;0,666666666666667;21;6;1,2;6;0;6;1;3;1100;-1975;24000;1;920,5;25100;462,045454545455;"no"
1;7;4;1934,14634146341;0;1563,41463414634;10;4,5;6;2,25;5;0;5;1;12;12;4,5;3,33333333333333;13;1;4;2;1;270;599;24100;1;1501,56097560976;24400;955,048780487805;"no"
1;9;3;2251,42857142857;0;1028,57142857143;12;5,5;3;0,8;5;1;0,8;7;4;14;9;5;7;0;4;1;2;-1000;-1573;25300;0;1009,42857142857;24300;519,028571428571;"no"
3;10;4;1925,58139534884;0;1567,44186046512;7;2,6;7;1,5;12;2;4;3,5;3;15;11;1,4;13;0;4;3;3;3400;2695;22800;1;1195,72093023256;26200;728,581395348837;"no"
4;11;2;3121,05263157895;0;1050;8;12;0,6;1,5;2;3;2;2;1,33333333333333;18;5,5;2;9;0;4;2;2;-2300;-2633;24900;0;966,105263157895;22600;530,736842105263;"no"
1;10;2;2188,88888888889;0;1552,77777777778;5,5;2,5;1,25;7;12;2;1,25;6;1;16;13;2,33333333333333;10;0;3;2;1;1100;-1393;24100;2;872,305555555556;25200;990,083333333333;"no"
2;10;2;2625;0;531,25;9,5;19;0;0,4;17;1;0,2;23;0,5;25;6;1,33333333333333;5;0;5;0;1;-4100;-3316;26900;0;1231,78125;21800;657,84375;"no"
1;9;8;1935,89743589744;1;2043,58974358974;4;12;6;2,5;10;1;2;12;2,5;14;3,66666666666667;0,666666666666667;6;1;3;3;0;-107;-481;24300;1;1025,94871794872;24200;862,74358974359;"no"
1;8;6;2345,71428571429;0;1377,14285714286;12;6,5;1,5;4;5,5;1;2;12;2,5;15;4,33333333333333;1;8;0;4;2;1;-758;414;25200;0;733,314285714286;24400;618,914285714286;"no"
1;8;4;1720,68965517241;0;1593,10344827586;7;14;8;2,75;1,5;1;3;3,66666666666667;1,25;14;1,5;3,66666666666667;14;0;1;3;2;3400;2112;22700;1;740,068965517241;26100;1038,55172413793;"no"
2;9;1;2496;0;1016;11;14;1;0,25;13;1;0,333333333333333;14;0,2;16;8;0,333333333333333;2;0;3;1;1;-2500;-2315;25400;0;1072,2;22900;745,32;"no"
2;9;2;2797,05882352941;0;850;9;9;2;1;5;1;0,666666666666667;9;0,666666666666667;12;9;0;2;0;5;0;2;-443;198;24300;1;804,235294117647;23900;467,823529411765;"no"
3;9;3;3537,5;0;696,875;10;11;2;2,75;2,5;2;2;4;0,5;16;2,66666666666667;2;11;0;5;0;2;3000;-324;24900;1;1088,8125;27900;591,125;"no"
2;9;2;1722,85714285714;0;1371,42857142857;8;3;4;0,75;5;1;0,5;8;2;12;2;1;5;0;2;3;1;-881;-253;24800;1;926,2;23200;530,457142857143;"no"
1;7;3;1691,66666666667;0;1944,44444444444;4,5;3;2;7;6,5;1;1;14;8;14;8;1,5;9;0;4;1;1;2900;1102;22400;0;825,472222222222;25300;541,138888888889;"no"
5;11;2;2934,21052631579;0;1005,26315789474;10;10;4;7;3,5;2;0,5;5;5;13;6;0,4;8;0;5;1;1;-4400;-1798;26200;1;718,815789473684;21800;1206,76315789474;"no"
5;11;3;2146,51162790698;0;1453,48837209302;7,33333333333333;7,66666666666667;5;2,16666666666667;2,33333333333333;2;1;8;3,5;26;6;1,28571428571429;18;1;4;2;3;-145;-411;24100;3;912,418604651163;24000;1589,46511627907;"no"
1;8;4;2339,39393939394;0;1312,12121212121;6;12;2;1,75;2,2;1;8;10;2,5;18;10;0,5;10;0;4;1;3;-93;257;23600;1;1066,51515151515;23500;795,636363636364;"no"
