"num_torres";"inhibs";"DamageObjectives";"kda_mid";"kda_jng";"kda_sup";"kda_adc";"kda_top";"num_asesinatos";"num_nashors";"num_dragones";"double_k";"oro_al_15";"cura";"gana";"diferencia_exp";"diff_oro_al_15"
2;0;874,074074074074;2,5;1,33333333333333;1,66666666666667;0,6;0,2;5;0;1;0;23300;568,592592592593;"no";-1896;-3100
2;0;943,75;2;0,666666666666667;1,5;1;0,75;4;0;1;0;23600;967,25;"no";-2120;-2500
9;2;2532,14285714286;9;12;7;14;2,25;15;1;4;0;25800;650,892857142857;"si";1097;1700
3;0;1551,72413793103;0,4;0,6;2;1,33333333333333;0,4;4;0;1;0;24500;1182,13793103448;"no";-1897;450
11;3;2748,27586206897;14;12;11;9;9;17;1;4;1;25800;876,068965517241;"si";1074;2500
0;0;513,793103448276;1;0,333333333333333;0,5;0,333333333333333;0,5;1;0;0;0;22200;467,620689655172;"no";-2612;-4200
9;3;2902,7027027027;3,66666666666667;3;2,2;6;8;15;1;1;0;25700;827,540540540541;"no";-3036;-1100
9;1;2483,33333333333;4;3;7;7;7;8;1;3;1;24700;1032,3;"si";-618;1700
10;2;2653,84615384615;7;2;3;10;1,66666666666667;11;2;3;0;25200;670,615384615385;"si";-89;1700
11;3;3104,44444444444;5;8;9;8;8;9;3;4;2;24800;1361,48888888889;"si";-1647;-251
10;2;2114,81481481481;14;3,5;12;18;10;22;0;4;4;25900;1050,62962962963;"si";3702;3300
11;5;2769,38775510204;4;11;3,8;3,6;1,71428571428571;30;2;5;2;26800;1470,12244897959;"si";2703;2600
9;3;2039,0243902439;2;2,25;1,2;3;1,75;11;1;4;0;25900;1217,70731707317;"no";2190;165
3;0;1444,44444444444;1,57142857142857;3,75;1,625;3;1,83333333333333;16;0;2;1;25100;546,25;"no";1471;526
10;1;2727,77777777778;13;18;15;14;2,75;23;2;3;4;26700;1342,66666666667;"si";1691;2900
1;0;968,965517241379;1;1;0,5;0,666666666666667;0,666666666666667;4;0;0;0;23800;1221,51724137931;"no";-1202;204
3;0;721,428571428571;1;0,75;0,285714285714286;0,285714285714286;2,33333333333333;9;0;0;0;22100;582,5;"no";-3971;-3400
2;0;903,571428571429;1;3;0,333333333333333;1;0,333333333333333;6;0;0;0;23200;456,392857142857;"no";-4796;-3900
4;0;1365,90909090909;1,25;5;1,6;4;1,5;8;1;2;0;23500;883,75;"no";-2120;-383
9;2;2441,66666666667;5;9;8;11;3,5;18;1;3;3;26300;1015,5;"si";3277;3100
6;0;1459,45945945946;1,4;1;1,4;2,33333333333333;0,75;7;0;2;0;23900;726,594594594595;"no";-1016;307
3;0;1439,39393939394;2,5;1;2,25;5,5;3,33333333333333;13;0;3;0;24900;1391,75757575758;"no";-1437;-2800
2;0;862,5;0,4;1;0,5;1,5;1,5;8;0;1;0;24500;785,4375;"no";-646;-2600
8;1;2520,68965517241;17;6,5;10;14;3,66666666666667;20;1;4;0;23100;809,068965517241;"si";-2410;-1500
5;1;2058,06451612903;4;3;3,33333333333333;2,25;1,6;15;0;3;2;26700;947,806451612903;"no";-1060;764
11;3;3052;12;8;14;12;4;17;1;4;1;26200;801,04;"si";1085;3100
8;1;1759,09090909091;1,6;1,8;1,8;5,5;1,5;13;0;3;1;24000;886,840909090909;"no";-1545;136
3;0;529,032258064516;1,66666666666667;0,571428571428571;1,2;2,66666666666667;2,33333333333333;9;0;1;0;22400;600,935483870968;"no";-570;-2800
9;1;2771,42857142857;3,5;9;8;5;4,5;15;1;4;2;25500;982,535714285714;"si";1285;2400
2;0;903,225806451613;1,2;2,66666666666667;1,4;3;2,66666666666667;11;0;2;1;22400;611,387096774194;"no";-781;-2800
4;0;1564,51612903226;3;1,4;1,6;1;1,2;14;0;3;1;24600;607,064516129032;"no";-815;-1300
2;0;1340;3;1,66666666666667;0,75;1,5;0,5;6;0;1;0;24300;517,32;"no";-3838;-4700
5;0;1739,39393939394;2;3;2,33333333333333;6;1,2;11;0;2;0;25100;630,212121212121;"no";-2831;-451
2;0;690,909090909091;4;2,25;3,66666666666667;2;4,66666666666667;16;0;2;1;24800;830,212121212121;"no";-1435;-2100
10;1;3024,13793103448;20;3;16;9,5;3,33333333333333;23;1;4;2;28000;1231,37931034483;"si";2925;7100
6;0;1821,05263157895;3,2;2,83333333333333;3;2,8;3,5;22;1;2;2;26100;584,473684210526;"no";1301;-348
11;3;2824,13793103448;14;16;15;5,33333333333333;13;20;1;4;2;26300;1001,93103448276;"si";909;2900
9;1;1811,53846153846;6;8;2,33333333333333;2,33333333333333;6;10;0;1;1;25700;732,115384615385;"si";386;1900
3;0;1460;2;0,5;0,666666666666667;0;0,666666666666667;2;0;1;0;22700;334;"no";681;-1600
3;0;1530,55555555556;0,714285714285714;1;3,5;2;2;9;0;4;0;23400;969,694444444444;"no";-1843;-2100
10;3;2983,33333333333;13;6;1,83333333333333;14;9;16;1;3;2;23900;2075,03333333333;"si";216;-674
7;1;1742,85714285714;8;4;2;7;1,75;13;1;1;1;24000;617,892857142857;"si";-1872;-1200
9;2;2335,55555555556;6,5;2,5;4,33333333333333;6,5;6,5;16;2;4;1;22900;903,111111111111;"si";-953;-1200
9;1;2844,8275862069;12;12;11;15;11;20;1;4;3;25300;887,379310344828;"si";1179;3700
9;1;1886,11111111111;10;12;2;8;3,66666666666667;15;1;4;2;24000;966,527777777778;"si";16;912
9;2;2706,89655172414;2,33333333333333;12;3,66666666666667;4,33333333333333;2,33333333333333;14;1;4;2;25000;1049,48275862069;"si";279;73
10;2;2946,875;13;2,66666666666667;12;13;11;15;2;3;2;23600;830,0625;"si";-309;-906
6;0;1517,77777777778;2,2;3,75;7,5;4,66666666666667;3;19;2;3;1;24400;1167,6;"no";-1548;-2100
9;1;2400;8;6;6;8;7;10;1;2;1;23600;498,633333333333;"si";569;982
9;2;2840,74074074074;9;6;4,5;9;7;13;1;3;3;25400;984,259259259259;"si";1461;2300
10;2;2783,92857142857;12;1;3,33333333333333;12;4;15;1;4;0;24300;1443,875;"no";415;2200
1;0;920,833333333333;1,66666666666667;2;0;2;0,333333333333333;6;0;1;1;23900;476,958333333333;"no";-1927;-4300
8;1;1717,14285714286;9;9;8;8;5,5;12;0;3;1;24500;969,171428571429;"si";-457;2000
11;4;3510;7;18;6;14;4,66666666666667;26;2;4;2;27300;818,333333333333;"si";3717;5000
7;0;2174,41860465116;5,33333333333333;3,2;1,75;4,66666666666667;3;18;1;3;2;25200;1354,41860465116;"no";-870;1100
11;3;3260,71428571429;10;7;12;12;1,75;20;1;4;1;24500;840,821428571429;"si";1954;2500
9;3;2597,14285714286;5;4,66666666666667;2,4;8,5;6,5;21;1;5;2;24200;1596,08571428571;"si";38;847
10;2;1680;9;5;5;9;2,66666666666667;13;1;4;1;25000;808,4;"si";1871;2200
3;0;1300;2,2;1,8;6,5;2,8;2,75;19;0;2;2;25200;873,235294117647;"no";-811;-979
3;0;1107,31707317073;0;0,666666666666667;0,166666666666667;2;0;2;0;2;0;22500;720,80487804878;"no";-436;-696
9;2;2736;1;6;6;5;4;7;1;1;1;22800;530,68;"si";-564;740
8;1;2537,5;19;7;12;11;3;22;1;4;2;25300;1072,8125;"si";-1081;966
1;0;866,666666666667;0,666666666666667;0,666666666666667;0,5;1;1;4;0;2;0;23000;1090,72222222222;"no";-1410;-872
8;1;2113,33333333333;5;3;9;9;4,5;11;0;2;3;27100;803,9;"si";2391;4800
10;1;3330;11;5,5;6;8;11;18;1;5;0;25400;1109,6;"si";110;3400
11;4;3393,10344827586;14;14;6,5;8;15;21;2;4;3;26400;942,896551724138;"si";1896;4400
11;1;2287,09677419355;5;9;4;11;7;14;1;3;1;24700;1026,48387096774;"si";1108;2600
0;0;771,428571428571;1,5;0,75;0,666666666666667;0,333333333333333;3;3;0;0;0;22700;651,714285714286;"no";-1803;-2000
10;2;2606,45161290323;5;5;3;6;8;8;1;2;0;24500;759,806451612903;"si";646;2100
3;0;878,787878787879;1,5;0,6;1,25;1;2;5;0;1;0;22600;1260,0303030303;"no";-1696;-1300
10;2;2367,74193548387;7;5;1,33333333333333;7;5;10;0;4;2;25800;782;"si";2717;3700
8;1;2100;11;12;15;4,5;7;18;0;4;0;24800;1156,83333333333;"si";1473;1200
6;0;1384;5;1,5;2,66666666666667;2;2,5;8;1;1;1;22400;652,6;"no";-89;-1800
6;0;2540,54054054054;3,33333333333333;5;3,5;4;3;15;0;4;2;26100;1289,91891891892;"no";-195;2200
10;2;2469,23076923077;18;6,33333333333333;9;17;7,5;20;1;2;2;24600;884,538461538462;"si";-401;162
11;3;3448,38709677419;6;7;9;9;3;10;2;4;1;25400;903,290322580645;"si";1610;1900
11;5;2751,02040816327;5,66666666666667;3,2;3,25;16;2;20;2;5;3;24300;1269,0612244898;"si";-1540;410
11;4;2344,18604651163;6;11;17;4,25;14;20;2;4;1;24000;1138,83720930233;"si";2120;1100
11;2;2267,56756756757;10;7;5,5;10;7;12;1;4;0;22700;912,891891891892;"si";1265;424
2;0;745,945945945946;1,5;0,4;1,66666666666667;2;0,5;6;0;2;0;22000;719,972972972973;"no";-3647;-2600
11;3;2703,44827586207;5;6;8;6;0;9;1;3;0;25300;721,931034482759;"si";1436;4400
10;2;1787,5;20;6;7,5;8;5,5;24;0;2;0;26500;675,3125;"si";2255;4000
8;1;2646,66666666667;7;8;6;2;7;10;1;2;2;24300;1065,8;"si";2257;2500
10;2;2333,33333333333;9;6;9;8;10;13;1;1;1;24600;553,633333333333;"si";1771;3500
8;1;3008,57142857143;7;10;3,33333333333333;9;8;14;1;3;1;25100;899,142857142857;"si";2607;2000
11;4;2796,77419354839;14;12;12;14;12;17;2;3;2;26200;667,677419354839;"si";4900;2600
10;2;2268,75;3;4;5;7;7;8;1;1;0;23900;938,3125;"si";-332;1300
10;1;2447,22222222222;7;14;6;12;3;17;1;4;3;23800;1075,5;"si";-992;-147
2;0;1083,33333333333;3,5;1;1,2;0,8;1,25;7;0;0;1;25500;810,133333333333;"no";207;1700
2;0;555,172413793103;1,5;1;4;1,5;0;4;0;0;0;21900;406,275862068966;"no";-1632;-3200
9;2;2105,26315789474;3,33333333333333;9;7;9;7;11;1;4;2;23000;595,315789473684;"si";-790;-446
8;1;2506,89655172414;9;2;10;4,5;3;12;0;4;2;24800;811,310344827586;"si";2657;2500
9;2;3055,1724137931;16;14;4,66666666666667;11;14;17;1;4;1;25200;857,793103448276;"si";1089;1600
10;1;3315,38461538462;6;13;12;12;2;14;1;4;0;26300;562,384615384615;"si";2727;3900
5;0;1457,14285714286;1,2;0,75;0,75;4;2,5;7;0;3;0;23700;1002,17142857143;"no";185;-727
0;0;300;0,833333333333333;0,5;0,666666666666667;3;0,75;5;0;0;0;21800;604,266666666667;"no";-3313;-3800
9;1;1866,66666666667;4;7;5;5;7;8;0;4;0;23700;666,266666666667;"si";1644;2600
10;2;2679,41176470588;2,66666666666667;10;10;5;6;12;1;5;2;24700;1220,97058823529;"si";1677;2800
8;1;1959,57446808511;3,33333333333333;1,5;2,6;2,75;4,5;15;2;1;0;25600;1198;"no";1462;4700
0;0;1382,60869565217;0;0,5;0;0;0,2;1;0;2;0;22300;567,652173913043;"no";-1892;-2500
2;0;1035,29411764706;2;0,75;0,6;1;3;4;0;1;0;22300;435,676470588235;"no";-556;-3200
4;0;1431,03448275862;1,25;5;0,166666666666667;4;2,5;7;0;1;2;22400;662,724137931035;"no";-2067;-1300
2;0;746,153846153846;0,666666666666667;2,66666666666667;7;3,5;1;9;0;3;1;23000;928,5;"no";-546;-340
10;2;3134,61538461538;3,25;5,5;11;12;10;18;1;4;2;25200;588,576923076923;"si";1894;2300
3;0;1087,87878787879;1;0,333333333333333;0,5;0,333333333333333;0,5;1;0;2;0;23500;842,121212121212;"no";-880;-1500
6;0;2702,5;2;4;2;7;5;9;1;4;1;23700;988,25;"no";1116;508
2;0;1080;2,5;2,33333333333333;3;2;2;7;0;3;1;22800;986,766666666667;"no";85;-2100
1;0;500;1,33333333333333;1,33333333333333;0,8;1;1,5;6;0;1;0;22800;439;"no";-478;-1900
0;0;334,375;0,5;0,2;0,333333333333333;1;0,5;2;0;0;0;22300;1115,3125;"no";-2344;-2600
3;0;1505,88235294118;0,4;1,33333333333333;0,666666666666667;0,666666666666667;0,5;5;0;3;0;22500;654,441176470588;"no";-2727;-1600
10;3;2844,44444444444;11;13;5;10;3,33333333333333;17;2;4;1;25200;1289,36111111111;"si";1420;3200
10;2;2563,33333333333;9;14;10;14;11;17;1;4;0;25400;760,933333333333;"si";2316;4200
9;1;1887,87878787879;9;9;7;4,5;5,5;13;0;3;2;22900;764,545454545455;"si";-1779;-544
11;4;3380,48780487805;3;9;8;6;8;13;1;6;0;24900;1177,09756097561;"si";1464;2700
5;0;802,777777777778;1,8;1,6;2,66666666666667;4;0,75;11;0;2;1;25500;633,638888888889;"no";809;-723
10;2;2400;9;1,25;4;10;7;12;1;4;1;23500;1061,5;"si";263;307
10;1;2615,15151515152;14;8,5;13;18;14;19;0;4;1;24500;1371,30303030303;"si";1751;2000
11;3;2000;3;10;13;13;7;14;1;3;0;24600;951,032258064516;"si";93;1600
1;0;903,125;1,5;0,6;0,5;5;0;5;0;1;0;23200;694,9375;"no";-1763;-1900
9;1;3075,86206896552;11;7;9;9;9;15;1;4;2;25000;628,241379310345;"si";947;2900
6;0;1839,47368421053;1;1,33333333333333;2;3,5;1;9;1;3;0;22200;1254,97368421053;"no";-1;-592
5;1;979,487179487179;2;1;11;13;9;13;0;3;1;23100;1364,87179487179;"no";1043;123
10;2;2837,93103448276;5;7;10;13;10;15;1;4;2;25600;816,448275862069;"si";3859;5100
8;1;2231,70731707317;12;3;5;9;3,5;13;0;5;1;24900;694,365853658537;"si";-2052;135
4;0;1461,11111111111;7;1,5;0,666666666666667;2;2;9;0;1;0;23900;698,944444444444;"no";-1374;778
8;2;2751,28205128205;8;7;8;2;5;9;2;3;0;23400;699,205128205128;"si";397;-946
9;1;2484,61538461538;9;6,5;10;13;3;15;1;5;1;22300;1022,69230769231;"si";809;-76
8;1;3054,83870967742;15;8;15;4;6;19;1;4;3;25900;1053,29032258065;"si";2459;3200
3;0;1351,51515151515;0,666666666666667;0,8;0,2;4;1;7;0;1;0;23900;1057,78787878788;"no";-1270;134
8;1;1983,60655737705;7;1;4;8;2,5;9;0;2;0;24300;1529,49180327869;"no";954;2200
9;2;3035,71428571429;9;4;6;9;2;12;1;3;0;24000;1044,57142857143;"si";-125;415
3;0;1207,89473684211;1;0,714285714285714;2;2,33333333333333;0,666666666666667;8;0;2;0;23500;1055,57894736842;"no";-1164;967
10;2;1394,73684210526;13;2,5;1,16666666666667;11;5,5;14;1;1;2;25000;983,5;"si";-618;1900
2;0;1610;1,33333333333333;1,33333333333333;0,75;4;0,75;4;0;3;0;23200;1106;"no";-3153;-1600
9;1;2954,16666666667;6;8;3;6;4;9;1;2;1;23000;789,083333333333;"si";1109;-46
9;1;2766,66666666667;6,5;4;3,33333333333333;6,5;7;21;2;4;3;25400;856,487179487179;"si";95;1200
10;2;3346,66666666667;5,33333333333333;7;21;18;14;24;2;4;7;26400;1276,93333333333;"si";1671;3300
0;0;325;2,66666666666667;1,75;3,5;1;1,33333333333333;10;0;0;0;23700;463,214285714286;"no";-312;-1400
1;0;382,758620689655;1;1;1,16666666666667;2,33333333333333;2;7;0;0;0;23500;759,448275862069;"no";-3615;-4100
3;0;1152,94117647059;1;1;1,5;1;0,2;3;0;1;0;24200;1185,58823529412;"no";-1961;171
10;2;2290,90909090909;13;10;7;8;2,5;15;0;2;2;27500;854,772727272727;"si";3718;5900
11;5;3905,26315789474;3,33333333333333;15;15;6,5;3,5;17;2;6;2;25700;1578,5;"si";2541;4000
6;1;1742,55319148936;3,4;5,66666666666667;4,2;2,5;4;23;0;3;2;24500;1060;"no";302;1300
11;3;2317,14285714286;8;7;6;5;1,33333333333333;10;1;3;1;24600;1034,71428571429;"si";-81;473
11;3;2975;6,5;7,5;5,5;3,66666666666667;14;20;3;4;2;26200;1637,54545454545;"si";114;1400
10;1;2887,5;9;4;6;5;4;18;1;3;2;27700;882,833333333333;"si";3732;5600
11;3;3115,38461538462;9;8;9;8;1,25;10;1;3;1;28700;600,730769230769;"si";3665;6000
11;3;2945,71428571429;20;4;8,5;5,5;12;24;2;4;2;26200;1385,85714285714;"si";284;2300
0;0;628;0,333333333333333;1,2;2,5;1,25;0,333333333333333;6;0;0;1;22300;842,36;"no";-2199;-3800
8;1;1755,55555555556;2,33333333333333;10;11;10;2;12;1;3;1;21600;696,296296296296;"si";-2902;-4400
9;2;2948,38709677419;5,33333333333333;5,66666666666667;15;17;2,25;22;1;5;1;27100;1216,16129032258;"si";2672;4100
1;0;521,212121212121;1;1,5;0,5;2;0,5;4;0;1;0;22000;435,757575757576;"no";-1618;-3700
10;1;2275,75757575758;8;14;3,33333333333333;5,5;2,5;16;1;3;4;25000;760,151515151515;"si";-313;201
6;0;1856,41025641026;1,5;1,4;2;1;4;11;1;3;0;24500;908,307692307692;"no";1982;3300
0;0;950;0;0,5;0,25;0,5;0,5;1;0;1;0;21200;394,59375;"no";-1879;-5400
6;0;1837,20930232558;3;7,5;2,8;10,5;5,5;23;1;3;2;24000;915,953488372093;"no";-887;-1300
11;5;3063,41463414634;14;4;9;4,5;2,66666666666667;15;2;6;1;22000;1228,0243902439;"si";1518;-95
3;0;1441,37931034483;0,75;3;1;0,2;0;3;0;2;0;22100;728,310344827586;"no";-3537;-2000
11;2;2218,42105263158;14;12;11;2,2;5;17;1;3;3;24700;919,236842105263;"si";306;356
11;2;2592,85714285714;13;16;9;9;6;21;1;3;4;26000;1041,17857142857;"si";3259;3100
1;0;909,090909090909;0,5;0,666666666666667;0,5;0,666666666666667;1;3;0;1;0;20200;884,272727272727;"no";-5909;-7800
4;0;1480,64516129032;3;1,66666666666667;0,285714285714286;0,5;1,66666666666667;6;0;2;0;23200;969,193548387097;"no";-1878;-367
8;1;2317,24137931034;2;10;10;9;8;11;1;2;1;24400;946,103448275862;"si";1819;-169
3;0;1140,74074074074;4;2,66666666666667;6;1,33333333333333;1,25;8;0;0;0;25300;527,259259259259;"no";-1629;392
8;1;2694,87179487179;8;17;15;11;7;18;2;4;1;25500;869,615384615385;"si";1248;1400
4;0;2441,02564102564;3,5;4,66666666666667;3,25;3;13;18;0;2;1;23800;943,897435897436;"si";-1735;451
3;0;465,625;3;0,6;1,75;1,25;2,5;7;0;0;0;22000;590,3125;"no";-2622;-5800
9;1;2431,42857142857;15;15;3,66666666666667;14;6,5;15;1;4;3;24500;1188,14285714286;"si";-2271;-1400
9;1;2022,85714285714;6;9;9;8;7;9;1;2;0;25300;663,714285714286;"si";34;428
1;0;1225;0,25;0,833333333333333;1,5;1;1;6;0;2;0;26100;423,541666666667;"no";-976;-2000
1;0;346,153846153846;0,75;0,75;0,75;0,25;4;4;0;0;0;22400;477,576923076923;"no";-2756;-5900
6;1;2213,04347826087;1,66666666666667;7;4,5;7;3;10;2;3;0;22900;865,869565217391;"no";1513;-29
3;0;1175,67567567568;2;0,571428571428571;1,2;1,33333333333333;1;8;0;2;0;22600;492,945945945946;"no";-693;-2700
7;2;1965;8;4,5;6;3;7;11;1;3;1;23100;1386,25;"si";-1072;-2300
5;1;1388,63636363636;1;1,25;0,8;0,666666666666667;1,2;6;0;1;1;25100;462,045454545455;"no";-1975;1100
11;3;2468,42105263158;13;7,5;16;2,75;7,5;18;2;3;1;24300;1255,57894736842;"si";-2149;-1800
4;0;1563,41463414634;6;2,25;5;12;3,33333333333333;13;1;2;1;24400;955,048780487805;"no";599;270
10;2;2561,29032258065;12;3,5;9;9;12;14;1;4;0;24400;907,451612903226;"si";1376;2800
3;0;1028,57142857143;3;0,8;0,8;4;5;7;0;1;0;24300;519,028571428571;"no";-1573;-1000
10;2;3134,375;15;6,5;15;11;3,66666666666667;17;2;3;1;23800;995,96875;"si";-415;-289
10;2;2560;12;12;16;13;3,75;18;1;4;1;26500;1043;"si";2773;3700
4;0;1567,44186046512;7;1,5;4;3;1,4;13;0;3;1;26200;728,581395348837;"no";2695;3400
2;0;1050;0,6;1,5;2;1,33333333333333;2;9;0;2;0;22600;530,736842105263;"no";-2633;-2300
2;0;1552,77777777778;1,25;7;1,25;1;2,33333333333333;10;0;2;2;25200;990,083333333333;"no";-1393;1100
2;0;531,25;0;0,4;0,2;0,5;1,33333333333333;5;0;0;0;21800;657,84375;"no";-3316;-4100
8;1;2043,58974358974;6;2,5;2;2,5;0,666666666666667;6;1;3;1;24200;862,74358974359;"no";-481;-107
10;2;3223,07692307692;12;11;9;7;12;13;1;4;1;26600;862,076923076923;"si";2957;4300
7;1;2825;8;12;13;7;14;17;1;4;3;25000;1001,53571428571;"si";320;2200
6;0;1377,14285714286;1,5;4;2;2,5;1;8;0;2;0;24400;618,914285714286;"no";414;-758
4;0;1593,10344827586;8;2,75;3;1,25;3,66666666666667;14;0;3;1;26100;1038,55172413793;"no";2112;3400
10;3;2791,17647058824;21;7,33333333333333;7,33333333333333;7,33333333333333;21;26;2;3;4;23500;681,735294117647;"si";-678;-2000
1;0;1016;1;0,25;0,333333333333333;0,2;0,333333333333333;2;0;1;0;22900;745,32;"no";-2315;-2500
10;1;1735;10;2,5;5,5;5;3;13;1;3;1;25300;865,65;"si";-1114;1300
10;1;3308;4;3;4;2;3,5;9;1;4;1;25600;784,76;"si";82;1400
11;4;3200;17;7,5;7;14;7;20;2;4;2;26500;980,129032258065;"si";1703;3700
2;0;850;2;1;0,666666666666667;0,666666666666667;0;2;0;0;1;23900;467,823529411765;"no";198;-443
8;1;2290;3;5;11;8;6;12;0;4;3;25900;791,133333333333;"si";1003;3700
10;2;2846,42857142857;4;4;4;1;3;4;1;4;1;24900;1166,57142857143;"si";2362;2700
3;0;696,875;2;2,75;2;0,5;2;11;0;0;1;27900;591,125;"no";-324;3000
10;2;2844,44444444444;13;11;12;12;5;13;1;4;0;25100;806,555555555556;"si";734;2600
2;0;1371,42857142857;4;0,75;0,5;2;1;5;0;3;1;23200;530,457142857143;"no";-253;-881
9;1;2073,68421052632;10;3,33333333333333;2,25;10;3,66666666666667;14;1;3;1;26400;935,631578947368;"si";1951;1400
11;3;2259,375;3;6;5;6;2;8;1;4;0;29700;996,5625;"si";3446;7000
9;2;2471,875;6,5;6,5;4,66666666666667;3,33333333333333;12;17;1;4;1;23000;1114,34375;"si";-471;-947
3;0;1944,44444444444;2;7;1;8;1,5;9;0;1;0;25300;541,138888888889;"no";1102;2900
11;3;3109,375;7,5;15;15;11;1,83333333333333;17;2;4;1;25900;975,34375;"si";1587;2000
11;3;2743,90243902439;5;0,6;2;2,33333333333333;3;8;3;2;0;24900;721,292682926829;"si";219;1900
10;4;3078,72340425532;6,5;3,66666666666667;4;5,33333333333333;2,8;19;3;6;1;22300;1540,44680851064;"si";-1231;-2700
11;4;2685,71428571429;9;4,5;11;7;5;13;2;4;1;25200;672,4;"si";-981;852
9;1;3096,2962962963;15;17;17;3,33333333333333;6,5;22;1;4;4;24700;1088,85185185185;"si";501;936
2;0;1005,26315789474;4;7;0,5;5;0,4;8;0;1;1;21800;1206,76315789474;"no";-1798;-4400
6;1;2385,71428571429;12;7;5;14;11;14;0;3;2;25300;574,285714285714;"si";1235;1300
11;3;2802,63157894737;8;7;2,5;3,5;9;10;2;4;2;25800;658,842105263158;"si";1604;3500
3;0;1453,48837209302;5;2,16666666666667;1;3,5;1,28571428571429;18;1;2;3;24000;1589,46511627907;"no";-411;-145
8;1;2344,8275862069;8;2;11;11;10;13;1;2;1;23500;955,896551724138;"si";-139;-552
4;0;1312,12121212121;2;1,75;8;2,5;0,5;10;0;1;1;23500;795,636363636364;"no";257;-93
2;0;876,923076923077;0,5;0,333333333333333;0,5;0,333333333333333;0;1;0;0;0;22300;548,384615384615;"no";-3266;-3100
7;1;1997,95918367347;5;1,4;9;4,5;3,33333333333333;12;1;4;0;22300;1299,10204081633;"no";350;32
10;3;3171,73913043478;7,5;4;3;5,5;3,5;19;3;5;2;24600;619,695652173913;"si";1207;-918
4;0;1742,22222222222;2,16666666666667;3,75;15;3,66666666666667;11;19;0;4;1;23300;1069,82222222222;"no";-446;-2400
11;3;2906,06060606061;7;7,5;16;7,5;2;21;2;3;2;26100;1156,78787878788;"si";299;1100
7;1;2213,95348837209;2,66666666666667;3;5;11;10;13;1;3;1;24300;860,255813953488;"si";2134;125
1;0;673,529411764706;0,4;0,714285714285714;2,33333333333333;1;1,5;7;0;1;1;24000;1054,58823529412;"no";-722;-2600
4;0;993,939393939394;0,6;1,66666666666667;1;2;2;7;0;1;0;25600;547,212121212121;"no";-409;793
11;2;2682,85714285714;8;6;3,5;8;2;11;1;3;2;26800;836,028571428571;"si";869;2900
3;0;787,096774193548;0,75;1,33333333333333;0,75;2;2;6;0;0;0;24400;832,225806451613;"no";-2537;-435
11;3;2871,42857142857;6;6;7;1;1,66666666666667;8;1;4;1;23100;1124,64285714286;"si";-488;-73
10;4;2040,42553191489;11;8;1;10;3,5;13;0;4;2;27000;780,297872340426;"si";891;3200
11;3;3540;11;7;11;11;13;18;1;4;3;27300;878,72;"si";3746;4300
9;5;2070,83333333333;6;2,25;1,42857142857143;2,4;5;20;3;3;3;24000;962,895833333333;"no";1256;-1300
8;1;2302,94117647059;10;6,5;13;11;11;16;0;4;2;23600;1159,76470588235;"si";-109;-1400
3;0;1636,95652173913;3,5;0,4;3;6;5;9;0;5;0;25000;842,54347826087;"no";-2226;-2100
10;2;3381,25;12;10;12;10;10;16;1;3;2;24300;1002,15625;"si";1056;1500
11;5;2751,42857142857;7,5;12;5;17;4;18;2;3;3;23200;1236,94285714286;"si";-409;-1400
2;0;1376,66666666667;4;1;2;4;1;8;0;0;0;24900;716,9;"no";-1078;-17
9;1;2611,42857142857;12;6;1,4;12;2;17;1;4;1;24900;877,8;"si";790;2000
11;3;2451,61290322581;12;13;12;11;11;13;1;4;1;24700;1153,29032258065;"si";1120;2900
3;0;857,575757575758;1;0,833333333333333;1,5;2;0,666666666666667;8;0;1;0;25500;622,333333333333;"no";8;-723
11;3;2787,5;11;11;4,5;7;5,5;11;1;2;2;24300;958,59375;"si";-937;-729
11;3;2450;7;6;6;5;5;9;1;2;1;26300;770,107142857143;"si";2333;4600
7;1;1920,51282051282;1,5;1,66666666666667;4;3,5;1,75;8;1;3;2;24200;1123,05128205128;"no";-1234;-645
9;2;3196;13;14;11;6;12;16;1;4;2;29800;1331,56;"si";4501;6900
3;0;1154,54545454545;1,16666666666667;1,2;0,555555555555556;1,2;2,33333333333333;9;0;0;0;25000;939,757575757576;"no";-541;-339
10;2;1922,22222222222;10;13;6;11;4,5;17;1;2;0;26000;604,222222222222;"si";134;3300
2;0;666,666666666667;0,5;1;0,285714285714286;0,2;0,4;3;0;1;0;22700;561,866666666667;"no";-64;-2300
11;2;2050;10;13;11;10;5;14;1;1;1;25000;1143,83333333333;"si";-2946;398
4;0;1423,52941176471;2;1,66666666666667;2;1;0,5;8;0;2;0;24600;383,117647058824;"no";982;778
10;2;2045;8;10;10;9;2;12;1;2;2;23000;1199,25;"si";-1300;-1500
1;0;768;0,666666666666667;1;0,5;0;0,25;2;0;0;0;24600;656,44;"no";-64;-2100
11;3;2992;12;10;9;8;8;14;1;3;1;27500;1145,2;"si";4778;4900
11;3;2855,26315789474;5,5;9;12;5,5;5;15;1;5;3;25100;1102,02631578947;"si";1704;2100
2;0;958,064516129032;1,2;1,66666666666667;0,6;0,333333333333333;1,33333333333333;6;0;1;1;24000;446,645161290323;"no";859;-1000
1;0;932;1;0,333333333333333;0,25;0,666666666666667;0;2;0;1;0;22200;644,88;"no";-1611;-4000
11;2;3495,83333333333;6;6;7;7;6;12;1;3;1;29200;1054,125;"si";2346;6600
